0.000,0.042
1.000,0.042
2.000,0.042
3.000,0.042
4.000,0.041
5.000,0.041
6.000,0.042
7.000,0.041
8.000,0.042
9.000,0.041
10.000,0.042
11.000,0.041
12.000,0.041
13.000,0.042
14.000,0.042
15.000,0.042
16.000,0.041
17.000,0.042
18.000,0.042
19.000,0.041
20.000,0.041
21.000,0.042
22.000,0.041
23.000,0.041
24.000,0.041
25.000,0.041
26.000,0.041
27.000,0.041
28.000,0.041
29.000,0.041
30.000,0.041
31.000,0.041
32.000,0.041
33.000,0.041
34.000,0.041
35.000,0.041
36.000,0.041
37.000,0.041
38.000,0.041
39.000,0.041
40.000,0.041
41.000,0.041
42.000,0.041
43.000,0.041
44.000,0.042
45.000,0.041
46.000,0.041
47.000,0.041
48.000,0.041
49.000,0.041
50.000,0.041
51.000,0.041
52.000,0.041
53.000,0.041
54.000,0.041
55.000,0.041
56.000,0.041
57.000,0.041
58.000,0.041
59.000,0.041
60.000,0.041
61.000,0.041
62.000,0.041
63.000,0.041
64.000,0.041
65.000,0.041
66.000,0.041
67.000,0.041
68.000,0.041
69.000,0.041
70.000,0.041
71.000,0.041
72.000,0.041
73.000,0.041
74.000,0.041
75.000,0.041
76.000,0.041
77.000,0.041
78.000,0.041
79.000,0.041
80.000,0.041
81.000,0.041
82.000,0.041
83.000,0.041
84.000,0.041
85.000,0.041
86.000,0.041
87.000,0.041
88.000,0.041
89.000,0.041
90.000,0.041
91.000,0.041
92.000,0.041
93.000,0.041
94.000,0.041
95.000,0.041
96.000,0.041
97.000,0.041
98.000,0.041
99.000,0.041
100.000,0.041
101.000,0.041
102.000,0.041
103.000,0.041
104.000,0.041
105.000,0.041
106.000,0.041
107.000,0.041
108.000,0.041
109.000,0.041
110.000,0.041
111.000,0.041
112.000,0.041
113.000,0.041
114.000,0.041
115.000,0.041
116.000,0.041
117.000,0.041
118.000,0.041
119.000,0.041
120.000,0.041
121.000,0.041
122.000,0.041
123.000,0.041
124.000,0.041
125.000,0.041
126.000,0.041
127.000,0.041
128.000,0.041
129.000,0.041
130.000,0.041
131.000,0.041
132.000,0.041
133.000,0.041
134.000,0.041
135.000,0.041
136.000,0.041
137.000,0.041
138.000,0.041
139.000,0.041
140.000,0.041
141.000,0.041
142.000,0.041
143.000,0.041
144.000,0.041
145.000,0.041
146.000,0.041
147.000,0.041
148.000,0.041
149.000,0.041
150.000,0.041
151.000,0.041
152.000,0.041
153.000,0.041
154.000,0.041
155.000,0.041
156.000,0.041
157.000,0.041
158.000,0.041
159.000,0.041
160.000,0.041
161.000,0.041
162.000,0.041
163.000,0.041
164.000,0.041
165.000,0.041
166.000,0.041
167.000,0.041
168.000,0.041
169.000,0.041
170.000,0.041
171.000,0.041
172.000,0.041
173.000,0.041
174.000,0.041
175.000,0.041
176.000,0.041
177.000,0.041
178.000,0.041
179.000,0.041
180.000,0.041
181.000,0.041
182.000,0.041
183.000,0.041
184.000,0.041
185.000,0.041
186.000,0.041
187.000,0.041
188.000,0.041
189.000,0.041
190.000,0.041
191.000,0.041
192.000,0.041
193.000,0.041
194.000,0.041
195.000,0.041
196.000,0.041
197.000,0.041
198.000,0.041
199.000,0.041
200.000,0.041
201.000,0.041
202.000,0.041
203.000,0.041
204.000,0.041
205.000,0.041
206.000,0.041
207.000,0.041
208.000,0.041
209.000,0.041
210.000,0.041
211.000,0.041
212.000,0.041
213.000,0.041
214.000,0.041
215.000,0.041
216.000,0.041
217.000,0.041
218.000,0.041
219.000,0.041
220.000,0.041
221.000,0.041
222.000,0.041
223.000,0.041
224.000,0.041
225.000,0.041
226.000,0.041
227.000,0.041
228.000,0.041
229.000,0.041
230.000,0.041
231.000,0.041
232.000,0.041
233.000,0.041
234.000,0.041
235.000,0.041
236.000,0.041
237.000,0.041
238.000,0.041
239.000,0.041
240.000,0.041
241.000,0.041
242.000,0.041
243.000,0.041
244.000,0.041
245.000,0.041
246.000,0.041
247.000,0.041
248.000,0.041
249.000,0.041
250.000,0.041
251.000,0.041
252.000,0.041
253.000,0.041
254.000,0.041
255.000,0.041
256.000,0.041
257.000,0.041
258.000,0.041
259.000,0.041
260.000,0.041
261.000,0.041
262.000,0.041
263.000,0.041
264.000,0.041
265.000,0.041
266.000,0.041
267.000,0.041
268.000,0.041
269.000,0.041
270.000,0.041
271.000,0.041
272.000,0.041
273.000,0.041
274.000,0.041
275.000,0.041
276.000,0.041
277.000,0.041
278.000,0.041
279.000,0.041
280.000,0.041
281.000,0.041
282.000,0.041
283.000,0.041
284.000,0.041
285.000,0.041
286.000,0.041
287.000,0.041
288.000,0.041
289.000,0.041
290.000,0.041
291.000,0.041
292.000,0.041
293.000,0.041
294.000,0.041
295.000,0.041
296.000,0.041
297.000,0.041
298.000,0.041
299.000,0.041
300.000,0.041
301.000,0.041
302.000,0.041
303.000,0.041
304.000,0.041
305.000,0.041
306.000,0.041
307.000,0.041
308.000,0.041
309.000,0.041
310.000,0.041
311.000,0.041
312.000,0.041
313.000,0.041
314.000,0.041
315.000,0.041
316.000,0.041
317.000,0.041
318.000,0.041
319.000,0.041
320.000,0.041
321.000,0.041
322.000,0.041
323.000,0.041
324.000,0.041
325.000,0.041
326.000,0.041
327.000,0.041
328.000,0.041
329.000,0.041
330.000,0.041
331.000,0.041
332.000,0.041
333.000,0.041
334.000,0.041
335.000,0.041
336.000,0.041
337.000,0.041
338.000,0.041
339.000,0.041
340.000,0.041
341.000,0.041
342.000,0.041
343.000,0.041
344.000,0.041
345.000,0.041
346.000,0.041
347.000,0.041
348.000,0.041
349.000,0.041
350.000,0.041
351.000,0.041
352.000,0.041
353.000,0.041
354.000,0.041
355.000,0.041
356.000,0.041
